# dimensionless total [l(l+1)/2pi] C_l's
# for l=2 to 1200, i.e. number of multipoles equal to 1199
#
# -> if you prefer output in CAMB/HealPix/LensPix units/order, set 'format' to 'camb' in input file
# -> if you don't want to see such a header, set 'headers' to 'no' in input file
# -> for galaxy lensing (lens[i]), these are C_l^phi-phi for the lensing potential.
#    Remember the conversion factors:
#    C_l^dd (deflection) = l(l+1) C_l^phi-phi
#    C_l^gg (shear/convergence) = 1/4 (l(l+1))^2 C_l^phi-phi
#
# 1:l     2:dens[1]-dens[1]        3:dens[1]-dens[2]        4:dens[2]-dens[2]        5:lens[1]-lens[1]        6:lens[1]-lens[2]        7:lens[2]-lens[2]        8:dens[1]-lens[1]        9:dens[1]-lens[2]       10:dens[2]-lens[1]       11:dens[2]-lens[2]    
  636       1.408122402936e-02      -5.962549785759e-30       1.340502051398e-02       2.442050047056e-16       3.577228339048e-16       6.762219956728e-16       1.838431843027e-10       1.411530236846e-09       1.765928570927e-32       1.177249052178e-10 
  637       1.408250115137e-02      -5.954473259066e-30       1.341495948327e-02       2.425672076178e-16       3.553513530795e-16       6.718286535747e-16       1.832533393167e-10       1.407198079059e-09       1.763536545744e-32       1.174426475381e-10 
  638       1.408376323584e-02      -5.907698522430e-30       1.342495775469e-02       2.409428341241e-16       3.529991636801e-16       6.674705910135e-16       1.826666015858e-10       1.402885795464e-09       1.749683270419e-32       1.171604120668e-10 
  639       1.408500896283e-02      -5.824483451219e-30       1.343500507437e-02       2.393317800779e-16       3.506661174832e-16       6.631475402162e-16       1.820829647222e-10       1.398593188764e-09       1.725037459975e-32       1.168781411589e-10 
  640       1.408623698742e-02      -5.707117598304e-30       1.344509104878e-02       2.377339380604e-16       3.483520615695e-16       6.588592248267e-16       1.815024216325e-10       1.394320054806e-09       1.690277211363e-32       1.165957762557e-10 
  641       1.408744593964e-02      -5.557922322237e-30       1.345520514413e-02       2.361491973647e-16       3.460568383012e-16       6.546053598638e-16       1.809249645133e-10       1.390066182554e-09       1.646090041424e-32       1.163132578813e-10 
  642       1.408863442432e-02      -5.379250915417e-30       1.346533668584e-02       2.345774439802e-16       3.437802852988e-16       6.503856516795e-16       1.803505848476e-10       1.385831354047e-09       1.593172924846e-32       1.160305256381e-10 
  643       1.408980102098e-02      -5.173488732271e-30       1.347547485792e-02       2.330185605763e-16       3.415222354185e-16       6.461997979170e-16       1.797792734007e-10       1.381615344371e-09       1.532232332132e-32       1.157475182030e-10 
  644       1.409094428369e-02      -4.943053317426e-30       1.348560870247e-02       2.314724264865e-16       3.392825167293e-16       6.420474874685e-16       1.792110202167e-10       1.377417921620e-09       1.463984267554e-32       1.154641733236e-10 
  645       1.409206274100e-02      -4.690394533877e-30       1.349572711903e-02       2.299389176928e-16       3.370609524898e-16       6.379284004338e-16       1.786458146144e-10       1.373238846865e-09       1.389154307118e-32       1.151804278141e-10 
  646       1.409315489576e-02      -4.417994691172e-30       1.350581886410e-02       2.284179068094e-16       3.348573611257e-16       6.338422080781e-16       1.780836451834e-10       1.369077874116e-09       1.308477636527e-32       1.148962175513e-10 
  647       1.409421922506e-02      -4.128368673573e-30       1.351587255051e-02       2.269092630670e-16       3.326715562067e-16       6.297885727902e-16       1.775244997806e-10       1.364934750289e-09       1.222699089137e-32       1.146114774705e-10 
  648       1.409525418007e-02      -3.824064068240e-30       1.352587664684e-02       2.254128522968e-16       3.305033464237e-16       6.257671480403e-16       1.769683655259e-10       1.360809215170e-09       1.132573183924e-32       1.143261415621e-10 
  649       1.409625818593e-02      -3.507661293399e-30       1.353581947694e-02       2.239285369147e-16       3.283525355658e-16       6.217775783385e-16       1.764152287985e-10       1.356701001385e-09       1.038864163439e-32       1.140401428666e-10 
  650       1.409722964165e-02      -3.181773726518e-30       1.354568921924e-02       2.224561759052e-16       3.262189224977e-16       6.178194991928e-16       1.758650752333e-10       1.352609834358e-09       9.423460317771e-33       1.137534134717e-10 
  651       1.409816691997e-02      -2.849047832481e-30       1.355547390631e-02       2.209956248055e-16       3.241023011366e-16       6.138925370668e-16       1.753178897166e-10       1.348535432284e-09       8.438025925304e-33       1.134658845076e-10 
  652       1.409906836724e-02      -2.512163291759e-30       1.356516142417e-02       2.195467356896e-16       3.220024604290e-16       6.099963093385e-16       1.747736563828e-10       1.344477506090e-09       7.440274867552e-33       1.131774861434e-10 
  653       1.409993230333e-02      -2.173833128587e-30       1.357473951181e-02       2.181093571525e-16       3.199191843287e-16       6.061304242577e-16       1.742323586098e-10       1.340435759400e-09       6.438242309303e-33       1.128881475829e-10 
  654       1.410075702148e-02      -1.836803839138e-30       1.358419576059e-02       2.166833342942e-16       3.178522517730e-16       6.022944809044e-16       1.736939790160e-10       1.336409888503e-09       5.440062549196e-33       1.125977970607e-10 
  655       1.410154078817e-02      -1.503855519693e-30       1.359351761367e-02       2.152685087036e-16       3.158014366603e-16       5.984880691470e-16       1.731584994558e-10       1.332399582317e-09       4.453969399323e-33       1.123063618385e-10 
  656       1.410228184307e-02      -1.177801994817e-30       1.360269236543e-02       2.138647184429e-16       3.137665078272e-16       5.947107696003e-16       1.726259010160e-10       1.328404522354e-09       3.488296564851e-33       1.120137682005e-10 
  657       1.410297839883e-02      -8.614909455344e-31       1.361170716095e-02       2.124717980314e-16       3.117472290255e-16       5.909621535834e-16       1.720961640118e-10       1.324424382688e-09       2.551478023626e-33       1.117199414500e-10 
  658       1.410362864104e-02      -5.578040375005e-31       1.362054899537e-02       2.110895784297e-16       3.097433588993e-16       5.872417830780e-16       1.715692679833e-10       1.320458829915e-09       1.652048405790e-33       1.114248059052e-10 
  659       1.410423072805e-02      -2.696570491759e-31       1.362920471339e-02       2.097178870239e-16       3.077546509622e-16       5.835492106865e-16       1.710451916913e-10       1.316507523125e-09       7.986433733918e-34       1.111282848952e-10 
  660       1.410478279088e-02       0.000000000000e+00       1.363766100865e-02       2.083565476092e-16       3.057808535744e-16       5.798839795900e-16       1.705239131134e-10       1.312570113864e-09       0.000000000000e+00       1.108303007562e-10 
  661       1.410528336665e-02       2.487753453527e-31       1.364590664961e-02       2.070054044982e-16       3.038217443649e-16       5.762456860726e-16       1.700054095002e-10       1.308646310773e-09      -7.367980241438e-34       1.105307971771e-10 
  662       1.410573270949e-02       4.766275654598e-31       1.365393921197e-02       2.056643954587e-16       3.018772343787e-16       5.726341686919e-16       1.694896575509e-10       1.304736075149e-09      -1.411628021199e-33       1.102298067863e-10 
  663       1.410613150828e-02       6.841127589403e-31       1.366175849357e-02       2.043334803524e-16       2.999472661806e-16       5.690493231969e-16       1.689766332340e-10       1.300839429632e-09      -2.026136988632e-33       1.099273850477e-10 
  664       1.410648045574e-02       8.717955329813e-31       1.366936430147e-02       2.030126171479e-16       2.980317796053e-16       5.654910403155e-16       1.684663117235e-10       1.296956393898e-09      -2.581997123739e-33       1.096235880476e-10 
  665       1.410678024844e-02       1.040249037682e-30       1.367675645200e-02       2.017017619113e-16       2.961307117437e-16       5.619592057290e-16       1.679586673959e-10       1.293086984649e-09      -3.080905925363e-33       1.093184724974e-10 
  666       1.410703158677e-02       1.190055000398e-30       1.368393477079e-02       2.004008687967e-16       2.942439969293e-16       5.584537000479e-16       1.674536738255e-10       1.289231215590e-09      -3.524586295608e-33       1.090120957351e-10 
  667       1.410723517499e-02       1.321803760084e-30       1.369089909279e-02       1.991098900372e-16       2.923715667248e-16       5.549743987868e-16       1.669513037812e-10       1.285389097415e-09      -3.914786641556e-33       1.087045157281e-10 
  668       1.410739172118e-02       1.436094301640e-30       1.369764926239e-02       1.978287759355e-16       2.905133499090e-16       5.515211723400e-16       1.664515292223e-10       1.281560637792e-09      -4.253280976988e-33       1.083957910749e-10 
  669       1.410750193727e-02       1.533534290254e-30       1.370418513337e-02       1.965574748544e-16       2.886692724630e-16       5.480938859563e-16       1.659543212950e-10       1.277745841343e-09      -4.541869024095e-33       1.080859810073e-10 
  670       1.410756653902e-02       1.614740105747e-30       1.371050656900e-02       1.952959332077e-16       2.868392575569e-16       5.446923997148e-16       1.654596503282e-10       1.273944709627e-09      -4.782376315199e-33       1.077751453930e-10 
  671       1.410758624605e-02       1.680336876916e-30       1.371661344207e-02       1.940440954509e-16       2.850232255364e-16       5.413165684996e-16       1.649674858298e-10       1.270157241126e-09      -4.976654294468e-33       1.074633447371e-10 
  672       1.410756178180e-02       1.730958515877e-30       1.372250563492e-02       1.928019040718e-16       2.832210939091e-16       5.379662419754e-16       1.644777964831e-10       1.266383431226e-09      -5.126580419634e-33       1.071506401846e-10 
  673       1.410749387357e-02       1.767247752413e-30       1.372818303951e-02       1.915692995810e-16       2.814327773316e-16       5.346412645628e-16       1.639905501424e-10       1.262623272201e-09      -5.234058263707e-33       1.068370935226e-10 
  674       1.410738325249e-02       1.789856168313e-30       1.373364555741e-02       1.903462205031e-16       2.796581875955e-16       5.313414754131e-16       1.635057138298e-10       1.258876753195e-09      -5.301017616696e-33       1.065227671824e-10 
  675       1.410723065353e-02       1.799444231721e-30       1.373889309992e-02       1.891326033670e-16       2.778972336143e-16       5.280667083841e-16       1.630232537310e-10       1.255143860208e-09      -5.329414587322e-33       1.062077242415e-10 
  676       1.410703681552e-02       1.796681331476e-30       1.374392558803e-02       1.879283826967e-16       2.761498214098e-16       5.248167920149e-16       1.625431351914e-10       1.251424576074e-09      -5.321231704737e-33       1.058920284260e-10 
  677       1.410680248110e-02       1.782245811460e-30       1.374874295252e-02       1.867334910019e-16       2.744158540988e-16       5.215915495017e-16       1.620653227126e-10       1.247718880452e-09      -5.278478020240e-33       1.055757441126e-10 
  678       1.410652839678e-02       1.756825004936e-30       1.375334513400e-02       1.855478587688e-16       2.726952318797e-16       5.183907986723e-16       1.615897799483e-10       1.244026749799e-09      -5.203189208994e-33       1.052589363307e-10 
  679       1.410621531289e-02       1.721115268899e-30       1.375773208290e-02       1.843714144509e-16       2.709878520186e-16       5.152143519620e-16       1.611164697004e-10       1.240348157363e-09      -5.097427671744e-33       1.049416707648e-10 
  680       1.410586398363e-02       1.675822018417e-30       1.376190375959e-02       1.832040844594e-16       2.692936088367e-16       5.120620163885e-16       1.606453539155e-10       1.236683073159e-09      -4.963282636531e-33       1.046240137564e-10 
  681       1.410547516701e-02       1.621659760972e-30       1.376586013433e-02       1.820457931541e-16       2.676123936960e-16       5.089335935273e-16       1.601763936806e-10       1.233031463957e-09      -4.802870260410e-33       1.043060323062e-10 
  682       1.410504962491e-02       1.559352130811e-30       1.376960118743e-02       1.808964628341e-16       2.659440949865e-16       5.058288794870e-16       1.597095492197e-10       1.229393293263e-09      -4.618333731169e-33       1.039877940763e-10 
  683       1.410458812303e-02       1.489631923282e-30       1.377312690916e-02       1.797560137284e-16       2.642885981123e-16       5.027476648842e-16       1.592447798896e-10       1.225768521300e-09      -4.411843369042e-33       1.036693673927e-10 
  684       1.410409143092e-02       1.413241129185e-30       1.377643729991e-02       1.786243639866e-16       2.626457854786e-16       4.996897348192e-16       1.587820441765e-10       1.222157104996e-09      -4.185596728430e-33       1.033508212465e-10 
  685       1.410356032198e-02       1.330930969113e-30       1.377953237015e-02       1.775014296696e-16       2.610155364779e-16       4.966548688511e-16       1.583212996917e-10       1.218558997963e-09      -3.941818699614e-33       1.030322252972e-10 
  686       1.410299557344e-02       1.243461927795e-30       1.378241214052e-02       1.763871247404e-16       2.593977274766e-16       4.936428409728e-16       1.578625031679e-10       1.214974150483e-09      -3.682761610473e-33       1.027136498741e-10 
  687       1.410239796638e-02       1.151603788441e-30       1.378507664185e-02       1.752813610547e-16       2.577922318020e-16       4.906534195867e-16       1.574056104556e-10       1.211402509488e-09      -3.410705328202e-33       1.023951659786e-10 
  688       1.410176828572e-02       1.056135667089e-30       1.378752591522e-02       1.741840483515e-16       2.561989197283e-16       4.876863674794e-16       1.569505765190e-10       1.207844018548e-09      -3.127957361029e-33       1.020768452865e-10 
  689       1.410110732023e-02       9.578460469427e-31       1.378976001197e-02       1.730950942439e-16       2.546176584633e-16       4.847414417976e-16       1.564973554323e-10       1.204298617847e-09      -2.836852959929e-33       1.017587601501e-10 
  690       1.410041586250e-02       8.575328127224e-31       1.379177899378e-02       1.720144042099e-16       2.530483121354e-16       4.818183940227e-16       1.560459003756e-10       1.200766244174e-09      -2.539755220343e-33       1.014409836005e-10 
  691       1.409969470900e-02       7.560032850043e-31       1.379358293270e-02       1.709418815829e-16       2.514907417795e-16       4.789169699466e-16       1.555961636316e-10       1.197246830901e-09      -2.239055183895e-33       1.011235893491e-10 
  692       1.409894466000e-02       6.540742545666e-31       1.379517191117e-02       1.698774275425e-16       2.499448053240e-16       4.760369096465e-16       1.551480965811e-10       1.193740307968e-09      -1.937171940108e-33       1.008066517908e-10 
  693       1.409816651965e-02       5.525720167330e-31       1.379654602209e-02       1.688209411050e-16       2.484103575774e-16       4.731779474605e-16       1.547016496999e-10       1.190246601866e-09      -1.636552728120e-33       1.004902460053e-10 
  694       1.409736109591e-02       4.523324057171e-31       1.379770536887e-02       1.677723191144e-16       2.468872502144e-16       4.703398119627e-16       1.542567725541e-10       1.186765635619e-09      -1.339673038403e-33       1.001744477595e-10 
  695       1.409652920062e-02       3.542008289658e-31       1.379865006543e-02       1.667314562329e-16       2.453753317631e-16       4.675222259384e-16       1.538134137970e-10       1.183297328768e-09      -1.049036714479e-33       9.985933350988e-11 
  696       1.409567164943e-02       2.590323015043e-31       1.379938023629e-02       1.656982449318e-16       2.438744475910e-16       4.647249063594e-16       1.533715211650e-10       1.179841597357e-09      -7.671760546336e-34       9.954498040436e-11 
  697       1.409478926184e-02       1.676914802794e-31       1.379989601658e-02       1.646725754816e-16       2.423844398920e-16       4.619475643592e-16       1.529310414737e-10       1.176398353910e-09      -4.966519136389e-34       9.923146628461e-11 
  698       1.409388286122e-02       8.105269850374e-32       1.380019755210e-02       1.636543359436e-16       2.409051476726e-16       4.591899052084e-16       1.524919206139e-10       1.172967507419e-09      -2.400538044652e-34       9.891886968815e-11 
  699       1.409295327475e-02       0.000000000000e+00       1.380028499934e-02       1.626434121598e-16       2.394364067388e-16       4.564516282899e-16       1.520541035484e-10       1.169548963327e-09       0.000000000000e+00       9.860726985054e-11 
  700       1.409200137912e-02      -7.475089542120e-32       1.380015949210e-02       1.616397028929e-16       2.379780715046e-16       4.537324672162e-16       1.516175455457e-10       1.166142650551e-09       2.213897521526e-34       9.829673832064e-11 
  701       1.409102823854e-02      -1.431908346633e-31       1.379982606328e-02       1.606431656098e-16       2.365300809442e-16       4.510323111487e-16       1.511822461495e-10       1.162748603219e-09       4.240883432633e-34       9.798731361059e-11 
  702       1.409003496961e-02      -2.054901324559e-31       1.379929078397e-02       1.596537716333e-16       2.350923939873e-16       4.483510859564e-16       1.507482159094e-10       1.159366880607e-09       6.086001945244e-34       9.767902602207e-11 
  703       1.408902269588e-02      -2.618215269512e-31       1.379855980280e-02       1.586714910739e-16       2.336649678129e-16       4.456887142882e-16       1.503154652057e-10       1.155997540235e-09       7.754369045792e-34       9.737190598541e-11 
  704       1.408799254794e-02      -3.123601889260e-31       1.379763934612e-02       1.576962928242e-16       2.322477578413e-16       4.430451155575e-16       1.498840042485e-10       1.152640637859e-09       9.251172767765e-34       9.706598405972e-11 
  705       1.408694566338e-02      -3.572837309844e-31       1.379653571836e-02       1.567281445535e-16       2.308407177262e-16       4.404202059275e-16       1.494538430763e-10       1.149296227461e-09       1.058167346426e-33       9.676129093296e-11 
  706       1.408588318681e-02      -3.967722167603e-31       1.379525530224e-02       1.557670127018e-16       2.294437993463e-16       4.378138982962e-16       1.490249915549e-10       1.145964361237e-09       1.175120408052e-33       9.645785742210e-11 
  707       1.408480626988e-02      -4.310081701197e-31       1.379380455910e-02       1.548128624746e-16       2.280569527975e-16       4.352261022814e-16       1.485974593769e-10       1.142645089591e-09       1.276517042650e-33       9.615571447314e-11 
  708       1.408371607127e-02      -4.601765843632e-31       1.379219002914e-02       1.538656578372e-16       2.266801263844e-16       4.326567242059e-16       1.481712560596e-10       1.139338461118e-09       1.362905144942e-33       9.585489316129e-11 
  709       1.408261375674e-02      -4.844649314287e-31       1.379041833173e-02       1.529253615088e-16       2.253132666128e-16       4.301056670826e-16       1.477463909449e-10       1.136044522602e-09       1.434839950629e-33       9.555542469104e-11 
  710       1.408150049911e-02      -5.040631710934e-31       1.378849616569e-02       1.519919349572e-16       2.239563181810e-16       4.275728305992e-16       1.473228731976e-10       1.132763318999e-09       1.492884063647e-33       9.525734039624e-11 
  711       1.408037747828e-02      -5.191637601768e-31       1.378643030952e-02       1.510653383933e-16       2.226092239718e-16       4.250581111039e-16       1.469007118045e-10       1.129494893427e-09       1.537607483422e-33       9.496067174025e-11 
  712       1.407924588124e-02      -5.299616617427e-31       1.378422762175e-02       1.501455307651e-16       2.212719250450e-16       4.225614015897e-16       1.464799155734e-10       1.126239287163e-09       1.569587632128e-33       9.466545031601e-11 
  713       1.407810690208e-02      -5.366543543019e-31       1.378189504117e-02       1.492324697523e-16       2.199443606283e-16       4.200825916802e-16       1.460604931318e-10       1.122996539624e-09       1.589409381935e-33       9.437170784616e-11 
  714       1.407696174201e-02      -5.394418410147e-31       1.377943958710e-02       1.483261117610e-16       2.186264681103e-16       4.176215676142e-16       1.456424529259e-10       1.119766688361e-09       1.597665082272e-33       9.407947618312e-11 
  715       1.407581160936e-02      -5.385266588931e-31       1.377686835973e-02       1.474264119174e-16       2.173181830314e-16       4.151782122310e-16       1.452258032197e-10       1.116549769050e-09       1.594954587074e-33       9.378878730922e-11 
  716       1.407465771960e-02      -5.341138880037e-31       1.377418854033e-02       1.465333240629e-16       2.160194390764e-16       4.127524049551e-16       1.448105520936e-10       1.113345815478e-09       1.581885282044e-33       9.349967333679e-11 
  717       1.407350129534e-02      -5.264111606697e-31       1.377140739157e-02       1.456468007481e-16       2.147301680660e-16       4.103440217819e-16       1.443967074436e-10       1.110154859535e-09       1.559072111904e-33       9.321216650827e-11 
  718       1.407234356636e-02      -5.156286706735e-31       1.376853225779e-02       1.447667932273e-16       2.134502999490e-16       4.079529352622e-16       1.439842769799e-10       1.106976931205e-09       1.527137607649e-33       9.292629919628e-11 
  719       1.407118576961e-02      -5.019791824595e-31       1.376557056526e-02       1.438932514529e-16       2.121797627939e-16       4.055790144875e-16       1.435732682261e-10       1.103812058553e-09       1.486711913807e-33       9.264210390378e-11 
  720       1.407002914920e-02      -4.856780403360e-31       1.376252982249e-02       1.430261240698e-16       2.109184827811e-16       4.032221250751e-16       1.431636885179e-10       1.100660267717e-09       1.438432815688e-33       9.235961326413e-11 
  721       1.406887495645e-02      -4.669431776782e-31       1.375941762050e-02       1.421653584097e-16       2.096663841945e-16       4.008821291530e-16       1.427555450022e-10       1.097521582896e-09       1.382945766643e-33       9.207886004120e-11 
  722       1.406772444989e-02      -4.459951261302e-31       1.375624163308e-02       1.413109004857e-16       2.084233894135e-16       3.985588853451e-16       1.423488446360e-10       1.094396026341e-09       1.320903915316e-33       9.179987712949e-11 
  723       1.406657889525e-02      -4.230570248079e-31       1.375300961707e-02       1.404626949865e-16       2.071894189053e-16       3.962522487563e-16       1.419435941848e-10       1.091283618345e-09       1.252968132902e-33       9.152269755421e-11 
  724       1.406543956549e-02      -3.983546295009e-31       1.374972941268e-02       1.396206852709e-16       2.059643912161e-16       3.939620709575e-16       1.415398002225e-10       1.088184377230e-09       1.179807040399e-33       9.124735447140e-11 
  725       1.406430774082e-02      -3.721163218755e-31       1.374640894371e-02       1.387848133623e-16       2.047482229634e-16       3.916881999706e-16       1.411374691294e-10       1.085098319342e-09       1.102097035865e-33       9.097388116802e-11 
  726       1.406318470868e-02      -3.445731186772e-31       1.374305621789e-02       1.379550199427e-16       2.035408288280e-16       3.894304802537e-16       1.407366070915e-10       1.082025459036e-09       1.020522321673e-33       9.070231106207e-11 
  727       1.406207176377e-02      -3.159586809324e-31       1.373967932709e-02       1.371312443476e-16       2.023421215456e-16       3.871887526862e-16       1.403372200993e-10       1.078965808667e-09       9.357749317642e-34       9.043267770266e-11 
  728       1.406097020808e-02      -2.865093231518e-31       1.373628644766e-02       1.363134245601e-16       2.011520118990e-16       3.849628545535e-16       1.399393139471e-10       1.075919378581e-09       8.485547589038e-34       9.016501477017e-11 
  729       1.405988135088e-02      -2.564640225322e-31       1.373288584068e-02       1.355014972053e-16       1.999704087097e-16       3.827526195326e-16       1.395428942312e-10       1.072886177104e-09       7.595695819365e-34       8.989935607629e-11 
  730       1.405880650870e-02      -2.260644281594e-31       1.372948585225e-02       1.346953975449e-16       1.987972188301e-16       3.805578776767e-16       1.391479663494e-10       1.069866210531e-09       6.695350930409e-34       8.963573556415e-11 
  731       1.405774700542e-02      -1.955548702103e-31       1.372609491374e-02       1.338950594712e-16       1.976323471351e-16       3.783784554008e-16       1.387545354996e-10       1.066859483118e-09       5.791749249844e-34       8.937418730845e-11 
  732       1.405670417220e-02      -1.651823691556e-31       1.372272154211e-02       1.331004155020e-16       1.964756965142e-16       3.762141754660e-16       1.383626066791e-10       1.063865997069e-09       4.892206783783e-34       8.911474551550e-11 
  733       1.405567934756e-02      -1.351966449623e-31       1.371937434016e-02       1.323113967746e-16       1.953271678634e-16       3.740648569654e-16       1.379721846828e-10       1.060885752527e-09       4.004119489327e-34       8.885744452339e-11 
  734       1.405467387733e-02      -1.058501262958e-31       1.371606199684e-02       1.315279330405e-16       1.941866600771e-16       3.719303153084e-16       1.375832741029e-10       1.057918747565e-09       3.134963547113e-34       8.860231880204e-11 
  735       1.405368911471e-02      -7.739795972283e-32       1.371279328747e-02       1.307499526594e-16       1.930540700399e-16       3.698103622066e-16       1.371958793272e-10       1.054964978174e-09       2.292295633865e-34       8.834940295335e-11 
  736       1.405272642024e-02      -5.009801891360e-32       1.370957707409e-02       1.299773825941e-16       1.919292926184e-16       3.677048056580e-16       1.368100045385e-10       1.052024438253e-09       1.483753194945e-34       8.809873171124e-11 
  737       1.405178716186e-02      -2.421091384440e-32       1.370642230569e-02       1.292101484045e-16       1.908122206536e-16       3.656134499326e-16       1.364256537132e-10       1.049097119598e-09       7.170547168964e-35       8.785033994183e-11 
  738       1.405087271486e-02       0.000000000000e+00       1.370333801851e-02       1.284481742420e-16       1.897027449520e-16       3.635360955575e-16       1.360428306201e-10       1.046183011897e-09       0.000000000000e+00       8.760426264348e-11 
  739       1.404998412424e-02       2.232178660243e-32       1.370033205086e-02       1.276913926138e-16       1.886007683849e-16       3.614725652137e-16       1.356615381348e-10       1.043282095039e-09      -6.611044290065e-35       8.736052452496e-11 
  740       1.404912108422e-02       4.275259401430e-32       1.369740715924e-02       1.269397738970e-16       1.875062485047e-16       3.594227820195e-16       1.352817761685e-10       1.040394315926e-09      -1.266203720955e-34       8.711910851408e-11 
  741       1.404828293858e-02       6.134414258669e-32       1.369456482613e-02       1.261932973957e-16       1.864191557533e-16       3.573866927626e-16       1.349035436960e-10       1.037519611190e-09      -1.816829677659e-34       8.687998662767e-11 
  742       1.404746901649e-02       7.814884049110e-32       1.369180653846e-02       1.254519416206e-16       1.853394594266e-16       3.553642421191e-16       1.345268394357e-10       1.034657914806e-09      -2.314534472109e-34       8.664313033513e-11 
  743       1.404667863245e-02       9.321978618522e-32       1.368913378764e-02       1.247156842860e-16       1.842671276698e-16       3.533553726440e-16       1.341516618481e-10       1.031809158085e-09      -2.760890721506e-34       8.640851055622e-11 
  744       1.404591108623e-02       1.066107708788e-31       1.368654806956e-02       1.239845023059e-16       1.832021274722e-16       3.513600247622e-16       1.337780091350e-10       1.028973269660e-09      -3.157491560289e-34       8.617609765885e-11 
  745       1.404516566278e-02       1.183762809992e-31       1.368405088456e-02       1.232583717907e-16       1.821444246623e-16       3.493781367588e-16       1.334058792377e-10       1.026150175475e-09      -3.505950713164e-34       8.594586145693e-11 
  746       1.404444163221e-02       1.285715006577e-31       1.368164373742e-02       1.225372680438e-16       1.810939839026e-16       3.474096447705e-16       1.330352698363e-10       1.023339798772e-09      -3.807902568137e-34       8.571777120818e-11 
  747       1.404373824969e-02       1.372523141146e-31       1.367932813741e-02       1.218211655579e-16       1.800507686848e-16       3.454544827757e-16       1.326661783483e-10       1.020542060080e-09      -4.065002249536e-34       8.549179561192e-11 
  748       1.404305475541e-02       1.444753082456e-31       1.367710559822e-02       1.211100380120e-16       1.790147413248e-16       3.435125825858e-16       1.322986019269e-10       1.017756877203e-09      -4.278925691049e-34       8.526790280691e-11 
  749       1.404239037450e-02       1.502977750073e-31       1.367497763801e-02       1.204038582675e-16       1.779858629573e-16       3.415838738354e-16       1.319325374607e-10       1.014984165207e-09      -4.451369708746e-34       8.504606036918e-11 
  750       1.404174431699e-02       1.547777139031e-31       1.367294577938e-02       1.197025983648e-16       1.769640935315e-16       3.396682839737e-16       1.315679815715e-10       1.012223836409e-09      -4.584052074114e-34       8.482623530980e-11 
  751       1.404111577772e-02       1.579738344487e-31       1.367101154937e-02       1.190062295201e-16       1.759493918056e-16       3.377657382546e-16       1.312049306136e-10       1.009475800367e-09      -4.678711587083e-34       8.460839407275e-11 
  752       1.404050393630e-02       1.599455586385e-31       1.366917647946e-02       1.183147221218e-16       1.749417153417e-16       3.358761597281e-16       1.308433806724e-10       1.006739963864e-09      -4.737108149055e-34       8.439250253267e-11 
  753       1.403990795703e-02       1.607530234109e-31       1.366744210556e-02       1.176280457268e-16       1.739410205012e-16       3.339994692303e-16       1.304833275633e-10       1.004016230899e-09      -4.761022835938e-34       8.417852599277e-11 
  754       1.403932698886e-02       1.604570831140e-31       1.366580996803e-02       1.169461690575e-16       1.729472624396e-16       3.321355853749e-16       1.301247668303e-10       1.001304502674e-09      -4.752257971168e-34       8.396642918253e-11 
  755       1.403876016530e-02       1.591193119719e-31       1.366428161165e-02       1.162690599980e-16       1.719603951014e-16       3.302844245436e-16       1.297676937447e-10       9.986046775828e-10      -4.712637198747e-34       8.375617625562e-11 
  756       1.403820660435e-02       1.568020065502e-31       1.366285858561e-02       1.155966855908e-16       1.709803712152e-16       3.284459008766e-16       1.294121033042e-10       9.959166511979e-10      -4.644005556264e-34       8.354773078765e-11 
  757       1.403766540851e-02       1.535681882216e-31       1.366154244354e-02       1.149290120332e-16       1.700071422888e-16       3.266199262640e-16       1.290579902313e-10       9.932403162599e-10      -4.548229547930e-34       8.334105577402e-11 
  758       1.403713566460e-02       1.494816056319e-31       1.366033474351e-02       1.142660046739e-16       1.690406586039e-16       3.248064103358e-16       1.287053489721e-10       9.905755626649e-10      -4.427197217606e-34       8.313611362772e-11 
  759       1.403661644381e-02       1.446067371661e-31       1.365923704795e-02       1.136076280097e-16       1.680808692113e-16       3.230052604534e-16       1.283541736955e-10       9.879222774529e-10      -4.282818221830e-34       8.293286617714e-11 
  760       1.403610680156e-02       1.390087934136e-31       1.365825092377e-02       1.129538456818e-16       1.671277219261e-16       3.212163816996e-16       1.280044582911e-10       9.852803447953e-10      -4.117023902852e-34       8.273127466391e-11 
  761       1.403560577747e-02       1.327537196342e-31       1.365737794223e-02       1.123046204724e-16       1.661811633222e-16       3.194396768702e-16       1.276561963690e-10       9.826496459835e-10      -3.931767361655e-34       8.253129974070e-11 
  762       1.403511239530e-02       1.259081982243e-31       1.365661967905e-02       1.116599143015e-16       1.652411387276e-16       3.176750464638e-16       1.273093812576e-10       9.800300594171e-10      -3.729023530993e-34       8.233290146903e-11 
  763       1.403462566288e-02       1.185396511819e-31       1.365597771430e-02       1.110196882229e-16       1.643075922195e-16       3.159223886735e-16       1.269640060032e-10       9.774214605913e-10      -3.510789248415e-34       8.213603931710e-11 
  764       1.403414457204e-02       1.107162425733e-31       1.365545363251e-02       1.103839024214e-16       1.633804666192e-16       3.141815993768e-16       1.266200633681e-10       9.748237220858e-10      -3.279083329296e-34       8.194067215759e-11 
