# dimensionless total [l(l+1)/2pi] C_l's
# for l=2 to 1200, i.e. number of multipoles equal to 1199
#
# -> if you prefer output in CAMB/HealPix/LensPix units/order, set 'format' to 'camb' in input file
# -> if you don't want to see such a header, set 'headers' to 'no' in input file
# -> for galaxy lensing (lens[i]), these are C_l^phi-phi for the lensing potential.
#    Remember the conversion factors:
#    C_l^dd (deflection) = l(l+1) C_l^phi-phi
#    C_l^gg (shear/convergence) = 1/4 (l(l+1))^2 C_l^phi-phi
#
# 1:l     2:dens[1]-dens[1]        3:dens[1]-dens[2]        4:dens[2]-dens[2]        5:lens[1]-lens[1]        6:lens[1]-lens[2]        7:lens[2]-lens[2]        8:dens[1]-lens[1]        9:dens[1]-lens[2]       10:dens[2]-lens[1]       11:dens[2]-lens[2]    
  765       1.403366809854e-02       1.025068809981e-31       1.365504902255e-02       1.097525162088e-16       1.624597034866e-16       3.124525721270e-16       1.262775458297e-10       9.722367135522e-10      -3.035946639867e-34       8.174675826549e-11 
  766       1.403319520204e-02       9.398122205548e-32       1.365476547771e-02       1.091254880208e-16       1.615452431163e-16       3.107351981436e-16       1.259364455791e-10       9.696603017026e-10      -2.783442170241e-34       8.155425531592e-11 
  767       1.403272482602e-02       8.520967080986e-32       1.365460459569e-02       1.085027754131e-16       1.606370245314e-16       3.090293663032e-16       1.255967545201e-10       9.670943502975e-10      -2.523655107448e-34       8.136312038193e-11 
  768       1.403225589771e-02       7.626338425660e-32       1.365456797855e-02       1.078843350585e-16       1.597349854793e-16       3.073349631302e-16       1.252584642676e-10       9.645387201335e-10      -2.258692908460e-34       8.117330993231e-11 
  769       1.403178732801e-02       6.721427378791e-32       1.365465723273e-02       1.072701227431e-16       1.588390624264e-16       3.056518727875e-16       1.249215661468e-10       9.619932690322e-10      -1.990685373222e-34       8.098477982945e-11 
  770       1.403131801149e-02       5.813500765857e-32       1.365487396908e-02       1.066600933629e-16       1.579491905532e-16       3.039799770674e-16       1.245860511915e-10       9.594578518275e-10      -1.721784717681e-34       8.079748532710e-11 
  771       1.403084682624e-02       4.909901345179e-32       1.365521980280e-02       1.060542009203e-16       1.570653037489e-16       3.023191553822e-16       1.242519101433e-10       9.569323203541e-10      -1.454165646817e-34       8.061138106821e-11 
  772       1.403037263390e-02       4.018048054492e-32       1.365569635348e-02       1.054523985208e-16       1.561873346071e-16       3.006692847551e-16       1.239191334499e-10       9.544165234355e-10      -1.190025427667e-34       8.042642108276e-11 
  773       1.402989427951e-02       3.145436257532e-32       1.365630524507e-02       1.048546383693e-16       1.553152144203e-16       2.990302398108e-16       1.235877112642e-10       9.519103068721e-10      -9.315839623632e-35       8.024255878555e-11 
  774       1.402941059152e-02       2.299637990610e-32       1.365704810591e-02       1.042608717668e-16       1.544488731749e-16       2.974018927662e-16       1.232576334432e-10       9.494135134292e-10      -6.810838611539e-35       8.005974697404e-11 
  775       1.402892038167e-02       1.488302209193e-32       1.365792656867e-02       1.036710491071e-16       1.535882395465e-16       2.957841134217e-16       1.229288895461e-10       9.469259828251e-10      -4.407905154377e-35       7.987793782615e-11 
  776       1.402842244497e-02       7.191550344841e-33       1.365894227042e-02       1.030851198729e-16       1.527332408945e-16       2.941767691510e-16       1.226014688338e-10       9.444475517193e-10      -2.129921707915e-35       7.969708289807e-11 
  777       1.402791555960e-02       0.000000000000e+00       1.366009685257e-02       1.025030326327e-16       1.518838032573e-16       2.925797248927e-16       1.222753602673e-10       9.419780537005e-10       0.000000000000e+00       7.951713312210e-11 
  778       1.402739864494e-02      -6.628607455100e-33       1.366139110191e-02       1.019247414699e-16       1.510398606126e-16       2.909928601142e-16       1.219505534546e-10       9.395173431397e-10       1.963194893295e-35       7.933804368241e-11 
  779       1.402687123890e-02      -1.269395796375e-32       1.366282235614e-02       1.013502254099e-16       1.502013828576e-16       2.894161200721e-16       1.216270415137e-10       9.370653672639e-10       3.759569957785e-35       7.915978874707e-11 
  780       1.402633302940e-02      -1.821164082468e-32       1.366438704964e-02       1.007794693505e-16       1.493683483431e-16       2.878494654946e-16       1.213048182608e-10       9.346220954104e-10       5.393742276596e-35       7.898234700795e-11 
  781       1.402578369709e-02      -2.319743994454e-32       1.366608156795e-02       1.002124576600e-16       1.485407346535e-16       2.862928556896e-16       1.209838772662e-10       9.321874952771e-10       6.870386569899e-35       7.880569682661e-11 
  782       1.402522291533e-02      -2.766733449868e-32       1.366790224753e-02       9.964917417504e-17       1.477185186028e-16       2.847462485386e-16       1.206642118531e-10       9.297615329153e-10       8.194235390589e-35       7.862981623303e-11 
  783       1.402465035013e-02      -3.163749959180e-32       1.366984537560e-02       9.908960219832e-17       1.469016762322e-16       2.832096004908e-16       1.203458150964e-10       9.273441727222e-10       9.370079319973e-35       7.845468292446e-11 
  784       1.402406566017e-02      -3.512430691868e-32       1.367190718999e-02       9.853372449659e-17       1.460901828063e-16       2.816828665573e-16       1.200286798219e-10       9.249353774344e-10       1.040276716344e-34       7.828027426411e-11 
  785       1.402346849671e-02      -3.814432542487e-32       1.367408387894e-02       9.798152329836e-17       1.452840128103e-16       2.801660003049e-16       1.197127986052e-10       9.225351081198e-10       1.129720614617e-34       7.810656728003e-11 
  786       1.402285850359e-02      -4.071432196743e-32       1.367637158092e-02       9.743298029170e-17       1.444831399466e-16       2.786589538510e-16       1.193981637705e-10       9.201433241714e-10       1.205836210876e-34       7.793353866381e-11 
  787       1.402223531720e-02      -4.285126197561e-32       1.367876638451e-02       9.688807662209e-17       1.436875371321e-16       2.771616778566e-16       1.190847673897e-10       9.177599832991e-10       1.269125970298e-34       7.776116476941e-11 
  788       1.402159856644e-02      -4.457231011155e-32       1.368126432816e-02       9.634679289023e-17       1.428971764941e-16       2.756741215214e-16       1.187726012811e-10       9.153850415234e-10       1.320098258738e-34       7.758942161193e-11 
  789       1.402094787269e-02      -4.589483093104e-32       1.368386140005e-02       9.580910914984e-17       1.421120293684e-16       2.741962325773e-16       1.184616570089e-10       9.130184531675e-10       1.359267362305e-34       7.741828486639e-11 
  790       1.402028284977e-02      -4.683638954413e-32       1.368655353792e-02       9.527500490549e-17       1.413320662949e-16       2.727279572830e-16       1.181519258814e-10       9.106601708508e-10       1.387153506921e-34       7.724772986650e-11 
  791       1.401960310394e-02      -4.741475227596e-32       1.368933662890e-02       9.474445911040e-17       1.405572570151e-16       2.712692404175e-16       1.178433989506e-10       9.083101454810e-10       1.404282877898e-34       7.707773160347e-11 
  792       1.401890823381e-02      -4.764788732734e-32       1.369220650929e-02       9.421745016426e-17       1.397875704691e-16       2.698200252749e-16       1.175360670108e-10       9.059683262474e-10       1.411187639500e-34       7.690826472476e-11 
  793       1.401819783039e-02      -4.755396543556e-32       1.369515896447e-02       9.369395591104e-17       1.390229747918e-16       2.683802536578e-16       1.172299205976e-10       9.036346606135e-10       1.408405954515e-34       7.673930353288e-11 
  794       1.401747147696e-02      -4.715136053506e-32       1.369818972865e-02       9.317395363684e-17       1.382634373103e-16       2.669498658720e-16       1.169249499869e-10       9.013090943099e-10       1.396482003820e-34       7.657082198418e-11 
  795       1.401672874914e-02      -4.645865041809e-32       1.370129448474e-02       9.265742006763e-17       1.375089245402e-16       2.655288007205e-16       1.166211451939e-10       8.989915713271e-10       1.375966005952e-34       7.640279368761e-11 
  796       1.401596921478e-02      -4.549461739551e-32       1.370446886414e-02       9.214433136713e-17       1.367594021829e-16       2.641169954972e-16       1.163184959718e-10       8.966820339082e-10       1.347414236674e-34       7.623519190351e-11 
  797       1.401519243396e-02      -4.427824895742e-32       1.370770844661e-02       9.163466313460e-17       1.360148351225e-16       2.627143859817e-16       1.160169918111e-10       8.943804225418e-10       1.311389048546e-34       7.606798954239e-11 
  798       1.401439795897e-02      -4.282873843389e-32       1.371100876009e-02       9.112839040266e-17       1.352751874219e-16       2.613209064327e-16       1.157166219382e-10       8.920866759550e-10       1.268458890487e-34       7.590115916373e-11 
  799       1.401358533425e-02      -4.116548565570e-32       1.371436528048e-02       9.062548763509e-17       1.345404223205e-16       2.599364895827e-16       1.154173753148e-10       8.898007311056e-10       1.219198327352e-34       7.573467297475e-11 
  800       1.401275409638e-02      -3.930809761500e-32       1.371777343152e-02       9.012592872466e-17       1.338105022305e-16       2.585610666317e-16       1.151192406362e-10       8.875225231758e-10       1.164188059493e-34       7.556850282915e-11 
  801       1.401190377404e-02      -3.727638912602e-32       1.372122858460e-02       8.962968699093e-17       1.330853887339e-16       2.571945672416e-16       1.148222063309e-10       8.852519855641e-10       1.104014942330e-34       7.540262022598e-11 
  802       1.401103388799e-02      -3.509038348582e-32       1.372472605857e-02       8.913673517809e-17       1.323650425793e-16       2.558369195300e-16       1.145262605592e-10       8.829890498788e-10       1.039272005919e-34       7.523699630834e-11 
  803       1.401014395101e-02      -3.277031313495e-32       1.372826111959e-02       8.864704545274e-17       1.316494236787e-16       2.544880500647e-16       1.142313912121e-10       8.807336459305e-10       9.705584745213e-35       7.507160186222e-11 
  804       1.400923346789e-02      -3.033662031820e-32       1.373182898094e-02       8.816058940174e-17       1.309384911045e-16       2.531478838576e-16       1.139375859104e-10       8.784857017249e-10       8.984797861683e-35       7.490640731521e-11 
  805       1.400830193541e-02      -2.780995774525e-32       1.373542480287e-02       8.767733802997e-17       1.302322030860e-16       2.518163443587e-16       1.136448320038e-10       8.762451434557e-10       8.236476122331e-35       7.474138273539e-11 
  806       1.400734884229e-02      -2.521118925145e-32       1.373904369238e-02       8.719726175821e-17       1.295305170066e-16       2.504933534506e-16       1.133531165694e-10       8.740118954972e-10       7.466798769968e-35       7.457649782999e-11 
  807       1.400637366915e-02      -2.256139045845e-32       1.374268070310e-02       8.672033042093e-17       1.288333894004e-16       2.491788314420e-16       1.130624264111e-10       8.717858803977e-10       6.682007772174e-35       7.441172194428e-11 
  808       1.400537588849e-02      -1.988184943497e-32       1.374633083508e-02       8.624651326406e-17       1.281407759491e-16       2.478726970625e-16       1.127727480582e-10       8.695670188714e-10       5.888408016976e-35       7.424702406026e-11 
  809       1.400435496467e-02      -1.719406735747e-32       1.374998903466e-02       8.577577894287e-17       1.274526314788e-16       2.465748674561e-16       1.124840677645e-10       8.673552297920e-10       5.092367508531e-35       7.408237279551e-11 
  810       1.400331035387e-02      -1.451975917088e-32       1.375365019423e-02       8.530809551976e-17       1.267689099569e-16       2.452852581759e-16       1.121963715075e-10       8.651504301852e-10       4.300317562811e-35       7.391773640195e-11 
  811       1.400224150405e-02      -1.188085424928e-32       1.375730915210e-02       8.484343046204e-17       1.260895644887e-16       2.440037831778e-16       1.119096449868e-10       8.629525352214e-10       3.518753003276e-35       7.375308276460e-11 
